,AgeCategory,WeeklyWorkingHours,WorkClass,Education,MaritalStatus,Occupation,Relationship,Race,Sex,NativeCountry
random9808,AgeCat-30-40,HoursCat-50-60,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,United-States
random9809,AgeCat-40-50,HoursCat-30-40,Self-emp-not-inc,Masters,Married-civ-spouse,Other-service,Husband,White,Female,South
random9810,AgeCat-10-20,HoursCat-40-50,Private,HS-grad,Divorced,Other-service,Husband,White,Male,United-States
random9811,AgeCat-30-40,HoursCat-50-60,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,United-States
random9812,AgeCat-60-70,HoursCat-0-10,Private,Assoc-voc,Never-married,Craft-repair,Wife,White,Male,United-States
random9813,AgeCat-60-70,HoursCat-30-40,Federal-gov,Grade-11th,Married-civ-spouse,Sales,Not-in-family,Black,Male,United-States
random9814,AgeCat-30-40,HoursCat-50-60,Private,HS-grad,Never-married,Adm-clerical,Husband,White,Female,United-States
random9815,AgeCat-10-20,HoursCat-30-40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
random9816,AgeCat-50-60,HoursCat-50-60,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States
random9817,AgeCat-40-50,HoursCat-30-40,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
random9818,AgeCat-10-20,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Female,United-States
random9819,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
random9820,AgeCat-40-50,HoursCat-30-40,State-gov,Grade-10th,Widowed,Other-service,Not-in-family,White,Male,United-States
random9821,AgeCat-20-30,HoursCat-30-40,State-gov,Some-college,Divorced,Sales,Own-child,White,Male,United-States
random9822,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,United-States
random9823,AgeCat-30-40,HoursCat-20-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Male,India
random9824,AgeCat-50-60,HoursCat-40-50,Private,HS-grad,Divorced,Adm-clerical,Wife,White,Male,United-States
random9825,AgeCat-30-40,HoursCat-40-50,Private,Grade-1st-4th,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,United-States
random9826,AgeCat-30-40,HoursCat-40-50,Private,Assoc-voc,Widowed,Prof-specialty,Own-child,White,Female,Taiwan
random9827,AgeCat-30-40,HoursCat-30-40,Private,Grade-11th,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,United-States
random9828,AgeCat-30-40,HoursCat-20-30,Private,Grade-10th,Divorced,Transport-moving,Husband,White,Male,United-States
random9829,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States
random9830,AgeCat-60-70,HoursCat-20-30,Private,Some-college,Divorced,Exec-managerial,Husband,White,Female,United-States
random9831,AgeCat-50-60,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,United-States
random9832,AgeCat-20-30,HoursCat-10-20,Self-emp-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States
random9833,AgeCat-50-60,HoursCat-40-50,Private,Grade-5th-6th,Married-civ-spouse,Sales,Husband,White,Male,United-States
random9834,AgeCat-20-30,HoursCat-30-40,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States
random9835,AgeCat-10-20,HoursCat-30-40,Private,Masters,Never-married,Other-service,Husband,White,Male,United-States
random9836,AgeCat-30-40,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States
random9837,AgeCat-20-30,HoursCat-10-20,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Not-in-family,White,Male,United-States
random9838,AgeCat-30-40,HoursCat-10-20,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States
random9839,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
random9840,AgeCat-50-60,HoursCat-10-20,Private,Bachelors,Married-civ-spouse,Other-service,Not-in-family,White,Male,United-States
random9841,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,United-States
random9842,AgeCat-50-60,HoursCat-60-70,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
random9843,AgeCat-10-20,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random9844,AgeCat-40-50,HoursCat-40-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States
random9845,AgeCat-30-40,HoursCat-30-40,Private,Grade-11th,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,United-States
random9846,AgeCat-30-40,HoursCat-40-50,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,United-States
random9847,AgeCat-20-30,HoursCat-70-80,Private,Masters,Never-married,Exec-managerial,Husband,White,Female,United-States
random9848,AgeCat-20-30,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Puerto-Rico
random9849,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States
random9850,AgeCat-40-50,HoursCat-70-80,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,United-States
random9851,AgeCat-50-60,HoursCat-50-60,State-gov,Some-college,Married-civ-spouse,Sales,Husband,White,Female,United-States
random9852,AgeCat-30-40,HoursCat-40-50,Private,Bachelors,Never-married,Machine-op-inspct,Husband,White,Male,United-States
random9853,AgeCat-40-50,HoursCat-40-50,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,United-States
random9854,AgeCat-30-40,HoursCat-10-20,Private,Grade-11th,Never-married,Sales,Husband,White,Female,Dominican-Republic
random9855,AgeCat-20-30,HoursCat-50-60,Local-gov,Some-college,Divorced,Other-service,Not-in-family,White,Male,United-States
random9856,AgeCat-10-20,HoursCat-10-20,Private,Doctorate,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,United-States
random9857,AgeCat-50-60,HoursCat-50-60,Local-gov,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States
random9858,AgeCat-40-50,HoursCat-30-40,Private,Grade-10th,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,United-States
random9859,AgeCat-40-50,HoursCat-50-60,Private,HS-grad,Divorced,Sales,Own-child,White,Male,United-States
random9860,AgeCat-20-30,HoursCat-10-20,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
random9861,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
random9862,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Never-married,Protective-serv,Not-in-family,White,Female,United-States
random9863,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,United-States
random9864,AgeCat-40-50,HoursCat-50-60,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,United-States
random9865,AgeCat-40-50,HoursCat-10-20,Private,Grade-9th,Never-married,Prof-specialty,Unmarried,White,Male,United-States
random9866,AgeCat-40-50,HoursCat-30-40,Local-gov,Bachelors,Widowed,Adm-clerical,Husband,White,Male,United-States
random9867,AgeCat-20-30,HoursCat-10-20,Private,Grade-10th,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States
random9868,AgeCat-40-50,HoursCat-40-50,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Male,United-States
random9869,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
random9870,AgeCat-50-60,HoursCat-20-30,Private,HS-grad,Divorced,Adm-clerical,Husband,White,Male,United-States
random9871,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States
random9872,AgeCat-30-40,HoursCat-30-40,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Female,Philippines
random9873,AgeCat-50-60,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States
random9874,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States
random9875,AgeCat-10-20,HoursCat-40-50,Private,Grade-10th,Separated,Sales,Not-in-family,White,Female,United-States
random9876,AgeCat-30-40,HoursCat-40-50,Private,Bachelors,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Female,United-States
random9877,AgeCat-30-40,HoursCat-40-50,Private,Masters,Never-married,Sales,Wife,White,Male,United-States
random9878,AgeCat-50-60,HoursCat-30-40,Private,Assoc-voc,Never-married,Craft-repair,Husband,White,Female,United-States
random9879,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
random9880,AgeCat-10-20,HoursCat-60-70,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random9881,AgeCat-30-40,HoursCat-50-60,Private,HS-grad,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,United-States
random9882,AgeCat-40-50,HoursCat-20-30,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Unmarried,White,Female,United-States
random9883,AgeCat-70-80,HoursCat-30-40,Self-emp-not-inc,HS-grad,Never-married,Tech-support,Husband,White,Female,United-States
random9884,AgeCat-30-40,HoursCat-10-20,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random9885,AgeCat-60-70,HoursCat-40-50,Self-emp-not-inc,Grade-7th-8th,Never-married,Sales,Not-in-family,White,Male,United-States
random9886,AgeCat-30-40,HoursCat-30-40,Private,Doctorate,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random9887,AgeCat-30-40,HoursCat-10-20,Private,Bachelors,Divorced,Prof-specialty,Husband,White,Female,United-States
random9888,AgeCat-30-40,HoursCat-40-50,Private,Grade-11th,Never-married,Farming-fishing,Other-relative,White,Male,United-States
random9889,AgeCat-30-40,HoursCat-30-40,State-gov,Assoc-acdm,Married-civ-spouse,Sales,Unmarried,White,Female,United-States
random9890,AgeCat-30-40,HoursCat-10-20,Private,Bachelors,Never-married,Prof-specialty,Husband,White,Male,United-States
random9891,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Mexico
random9892,AgeCat-60-70,HoursCat-40-50,Private,Doctorate,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
random9893,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States
random9894,AgeCat-40-50,HoursCat-50-60,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States
random9895,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States
random9896,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,United-States
random9897,AgeCat-60-70,HoursCat-40-50,Private,Some-college,Never-married,Other-service,Husband,White,Male,United-States
random9898,AgeCat-50-60,HoursCat-60-70,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
random9899,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
random9900,AgeCat-50-60,HoursCat-40-50,Private,HS-grad,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,Puerto-Rico
random9901,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Never-married,Prof-specialty,Husband,White,Female,United-States
random9902,AgeCat-30-40,HoursCat-10-20,Private,Grade-7th-8th,Married-civ-spouse,Transport-moving,Other-relative,Black,Female,Taiwan
random9903,AgeCat-50-60,HoursCat-30-40,Private,Grade-7th-8th,Never-married,Exec-managerial,Husband,White,Male,United-States
random9904,AgeCat-30-40,HoursCat-30-40,Local-gov,Masters,Never-married,Transport-moving,Husband,White,Male,United-States
random9905,AgeCat-20-30,HoursCat-30-40,Self-emp-inc,Assoc-voc,Widowed,Craft-repair,Unmarried,Black,Male,United-States
random9906,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,United-States
random9907,AgeCat-40-50,HoursCat-30-40,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,United-States
random9908,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Separated,Prof-specialty,Own-child,White,Male,United-States
random9909,AgeCat-40-50,HoursCat-30-40,Federal-gov,HS-grad,Never-married,Craft-repair,Own-child,White,Female,United-States
random9910,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Divorced,Machine-op-inspct,Husband,White,Male,United-States
random9911,AgeCat-20-30,HoursCat-30-40,Private,Masters,Never-married,Adm-clerical,Husband,White,Male,United-States
random9912,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,Cuba
random9913,AgeCat-20-30,HoursCat-30-40,Federal-gov,Grade-12th,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,United-States
random9914,AgeCat-20-30,HoursCat-10-20,Private,Assoc-voc,Married-civ-spouse,Sales,Wife,White,Male,Yugoslavia
random9915,AgeCat-20-30,HoursCat-30-40,State-gov,Grade-10th,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,United-States
random9916,AgeCat-40-50,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,Mexico
random9917,AgeCat-40-50,HoursCat-60-70,Self-emp-not-inc,Masters,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Male,United-States
random9918,AgeCat-50-60,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
random9919,AgeCat-20-30,HoursCat-30-40,Private,Grade-12th,Divorced,Craft-repair,Own-child,White,Male,United-States
random9920,AgeCat-30-40,HoursCat-50-60,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
random9921,AgeCat-50-60,HoursCat-40-50,Private,Masters,Never-married,Sales,Husband,White,Male,United-States
random9922,AgeCat-20-30,HoursCat-30-40,Private,Masters,Married-civ-spouse,Sales,Husband,White,Female,United-States
random9923,AgeCat-30-40,HoursCat-30-40,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,United-States
random9924,AgeCat-60-70,HoursCat-10-20,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
random9925,AgeCat-60-70,HoursCat-40-50,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States
random9926,AgeCat-30-40,HoursCat-50-60,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
random9927,AgeCat-30-40,HoursCat-30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Not-in-family,White,Male,United-States
random9928,AgeCat-60-70,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Male,United-States
random9929,AgeCat-40-50,HoursCat-20-30,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,United-States
random9930,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Divorced,Exec-managerial,Husband,White,Male,United-States
random9931,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Sales,Other-relative,White,Male,United-States
random9932,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random9933,AgeCat-30-40,HoursCat-30-40,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States
random9934,AgeCat-30-40,HoursCat-50-60,Private,Grade-11th,Never-married,Other-service,Husband,White,Male,Philippines
random9935,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female,United-States
random9936,AgeCat-50-60,HoursCat-40-50,Private,Masters,Never-married,Craft-repair,Wife,White,Male,United-States
random9937,AgeCat-20-30,HoursCat-30-40,Private,Assoc-acdm,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,United-States
random9938,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Prof-specialty,Own-child,White,Male,United-States
random9939,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Sales,Husband,White,Female,United-States
random9940,AgeCat-10-20,HoursCat-40-50,Private,Grade-11th,Never-married,Craft-repair,Other-relative,White,Male,Hungary
random9941,AgeCat-50-60,HoursCat-10-20,Self-emp-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,United-States
random9942,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
random9943,AgeCat-20-30,HoursCat-30-40,Federal-gov,HS-grad,Never-married,Machine-op-inspct,Husband,White,Female,United-States
random9944,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,United-States
random9945,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Male,United-States
random9946,AgeCat-20-30,HoursCat-30-40,Private,Assoc-voc,Widowed,Adm-clerical,Husband,White,Male,United-States
random9947,AgeCat-50-60,HoursCat-40-50,Private,HS-grad,Divorced,Exec-managerial,Wife,White,Male,United-States
random9948,AgeCat-50-60,HoursCat-30-40,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random9949,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Never-married,Exec-managerial,Wife,White,Male,United-States
random9950,AgeCat-20-30,HoursCat-20-30,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,United-States
random9951,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,United-States
random9952,AgeCat-20-30,HoursCat-40-50,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,Mexico
random9953,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Male,United-States
